Prachanda accuses govt of shielding corruption while targeting opposition,"ATHMANDU: Pushpa Kamal Dahal “Prachanda,” the Chairman of the Maoist Center and leader of the main opposition party, has accused the government of prioritizing its own interests while targeting rivals under the pretext of promoting good governance. During a recent event in Kathmandu, Prachanda expressed his concerns about the government’s failure to foster genuine governance. The meeting was held to prepare for a protest rally set for October 26 in the capital. Prachanda distinguished the Maoist Center from the ruling Nepali Congress-UML coalition, asserting that his past leadership had upheld good governance without bias, in contrast to the current administration, which he claims is focused on undermining its political opponents. In a recent exchange with Prime Minister KP Sharma Oli at Baluwatar, he questioned, “What distinguishes you from us? You protect Congress and UML leaders despite their faults, yet you actively target your political rivals.” He criticized the government for neglecting urgent issues, suggesting it is more invested in political maneuvering than in effective governance. Prachanda noted that, while the government’s “honeymoon period” has not seen significant public involvement, with 100 days in power, plans for opposition demonstrations are advancing. Highlighting his party’s achievements during its 18 months in office, he argued that public enthusiasm has diminished as citizens become aware of a new political dynamic that appears to shield the corrupt. He pointed to a rising anti-government sentiment fueled by various alleged wrongdoings. Prachanda accused the government of acting as a protective barrier for corrupt individuals, citing issues such as land donation scandals, efforts to dismiss officials for minor mistakes, and negligence in responding to recent floods. He also criticized the government’s commitment to a two-party system, describing it as an autocratic mindset that remains entrenched within the coalition."
PM Oli’s actions confirm corruption allegations: Prachanda,"JUMLA: Pushpa Kamal Dahal “Prachanda,” chairman of the Maoist Center, has accused Prime Minister KP Oli of affirming that his government protects corruption by accepting land from an individual currently on trial. Speaking at an event in Jumla, Prachanda claimed that he has consistently asserted since the government’s inception that its aim is to shield corrupt practices—a stance he believes the Prime Minister has now validated. “I said from the start that this government was created to safeguard and promote corruption. Three months in, the evidence is evident,” he stated. Prachanda noted that under his leadership, the government returned land taken from a person arrested for this very action, which is still under legal review. “By permitting the land to be donated back to this businessman, the Prime Minister has confirmed that this government is protecting the corrupt.” He criticized the government’s inability to fulfill its responsibilities, announcing plans for a protest after the first 100 days of the government’s term. “Despite these shortcomings, we have held off on protests during this ‘honeymoon period,'” he said. Prachanda recalled his own leadership, highlighting his significant achievements in fighting corruption and striving for good governance, social justice, and economic growth. He expressed disappointment over being ousted by the first and second parties in parliament during a crucial phase of positive change. “When we were making crucial progress, especially in tackling corruption and issues related to the fake Bhutanese refugee scandal, a new government was hastily formed amid significant turmoil,” he explained. He stressed that during his tenure, he inspired hope among the people and improved Nepal’s international standing, citing landmark agreements made during visits to neighboring countries and attention received at global events like the UN General Assembly, World Food Conference, and COP 28."
Rabi Lamichhane remanded in custody for six days,"POKHARA: The Kaski District Court has ordered the custody of Rabi Lamichhane, Chair of the Rastriya Swatantra Party (RSP) and former Home Minister, for six days to facilitate further investigation into allegations of cooperative fund embezzlement and organized crime. Lamichhane was taken into custody by a Central Investigation Bureau (CIB) team from his party office in Kathmandu on Friday and was later transported to Pokhara, where he appeared before the court on Sunday. Judge Navaraj Dahal approved the six-day remand in response to a police request. He, along with others, is accused of misappropriating funds from the Suryadarshan Savings and Credit Cooperative located in Pokhara. This arrest came after a parliamentary investigation revealed links between him and others in the embezzlement of millions of rupees from the cooperative. Previously, arrest warrants were issued for 14 individuals, and investigations are ongoing into their roles. To date, over 60 individuals have been linked to the cooperative’s financial misconduct, with seven, including Chhabilal Joshi, the director of Gorkha Media Network, currently in custody awaiting trial. Protests have erupted in Pokhara both supporting and opposing Lamichhane, with RSP supporters calling for his release, while victims of the cooperative’s fraud are demanding his detention for continued investigations. In response to the ongoing demonstrations, local police are maintaining a heightened state of alert to avert any potential clashes, and the District Administration Office in Kaski issued a prohibitory order on Sunday afternoon to mitigate tensions between the opposing groups."
Rabi Lamichhane being produced in Kaski Court today,"KATHMANDU: Chairman of the Rastriya Swatantra Party (RSP), Rabi Lamichhane, is being produced in the District Court of Kaski today. He was arrested for cooperative fraud and organized crime by the Central Bureau of Investigation (CIB) of Nepal Police on Friday evening in Kathmandu. He was then transported to Pokhara by road at 3 a.m. on Saturday and taken to the District Police Office in Kaski after undergoing a health examination at the Pokhara Academy of Health Sciences. As the court was closed on Saturday, he will be produced today. The police plan to request an extension of the investigation deadline regarding the charges of cooperative fraud and organized crime against him. Lamichhane, a former Managing Director of Gorkha Media, faces allegations of embezzling over 65 million rupees from the cooperative, including Suryadarshan of Pokhara, and diverting these funds to Gorkha Media. The Parliamentary Investigation Special Committee has recommended an investigation into Lamichhane and others involved, including Gorkha Media Network’s former Managing Director Lamichhane, Chairman GB Rai, former vice chairman and former Deputy Inspector General of Nepal Police Chabilal Joshi, and Director Kumar Ramtel. The charges relate to fraud, racketeering, organized crime, and money laundering."
Ruling CPN-UML holding Secretariat meeting,"KATHMANDU: The ruling CPN-UML is holding a meeting of its Secretariat today. The meeting is scheduled to be held at the party’s central office in Chyasal at 5 pm. While the agenda for the meeting has not been disclosed, Prime Minister KP Oli is expected to brief the party about the recent political developments, including the arrest of former Home Minister Rabi Lamichhane, who is also the Chairman of the Rastriya Swatantra Party (RSP). This will be the UML’s first secretarial meeting since Rabi’s arrest, which occurred on Friday in Kathmandu before he was taken to Pokhara, Kaski by police. Previously, a Secretarial meeting was held on October 10 at the party office in Chyasal, where the decision was made to construct a new central office building for the party. The following day, UML laid the foundation stone for the office on land donated by businessman Min Bahadur Gurung, a move that has faced significant criticism. Additionally, the UML has called on the party to prepare for the local level by-elections scheduled for December 1."
Maoist parties’ unity on the horizon: Prachanda,"KATHMANDU: Maoist Center Chairman Pushpa Kamal Dahal “Prachanda” has stated that the unity of the Maoist parties will be finalized soon. He made this commitment while addressing a program organized by the Maoist Center to construct a memorial building dedicated to the missing warrior Dandapani Neupane in Bharatpur-13, Chitwan. Prachanda emphasized that the time has come for Maoists, who share a common ideological background but are currently divided, to unite and prepare for a socialist revolution. He pointed out that while there may be agreement on forming a republic during peace negotiations, conflicts will arise over whether it should be a people’s republic or a broker’s republic. Prachanda asserted his determination to complete the socialist revolution by mobilizing the common people. Recalling his previous tenure as Prime Minister, he highlighted his efforts in publishing the names of martyrs in the official gazette, declaring the people’s war a national day, and concluding the peace process. He pledged to continue building various institutions in honor of martyrs and soldiers. Similarly, CPN General Secretary Netra Bikram Chand Biplav remarked that if the Maoists unite, history will repeat itself, referring to the significant changes that occurred sixty-four years ago. He asserted that only the Maoists can transform people’s lives, emphasizing the necessity of revolutionary unity. Pampha Bhusal, Vice Chair of the Maoist Center, asserted that the constitution, achieved through the sacrifices of thousands of soldiers, cannot be altered from left to right. She stressed that the socialist movement must now advance through the unity of Maoists and leftist factions."
Prachanda signals potential arrest of Rabi Lamichhane,"KATHMANDU: Pushpa Kamal Dahal Prachanda, the Chairman of the Maoist Center, has indicated that former Home Minister Rabi Lamichhane may be facing arrest. During a meeting with opposition party leaders on Friday morning, Prachanda raised this concern following discussions among the three parties. The leaders of the Nepali Congress, CPN-UML, and Maoist Center had gathered in Baluwatar on Wednesday to talk about the Truth and Reconciliation Commission (TRC) and to address Lamichhane’s situation, who heads the Rastriya Swatantra Party (RSP). Prachanda pointed out that, after considering Prime Minister KP Oli’s remarks, it seems the government is gearing up for action. “The arrest could occur within a day or two,” quoted a leader who was present at the meeting, referring to Prachanda’s comments."
Prachanda signals potential arrest of Rabi Lamichhane,"KATHMANDU: Pushpa Kamal Dahal Prachanda, the Chairman of the Maoist Center, has indicated that former Home Minister Rabi Lamichhane may be facing arrest. During a meeting with opposition party leaders on Friday morning, Prachanda raised this concern following discussions among the three parties. The leaders of the Nepali Congress, CPN-UML, and Maoist Center had gathered in Baluwatar on Wednesday to talk about the Truth and Reconciliation Commission (TRC) and to address Lamichhane’s situation, who heads the Rastriya Swatantra Party (RSP). Prachanda pointed out that, after considering Prime Minister KP Oli’s remarks, it seems the government is gearing up for action. “The arrest could occur within a day or two,” quoted a leader who was present at the meeting, referring to Prachanda’s comments."
Prachanda signals potential arrest of Rabi Lamichhane,"KATHMANDU: Pushpa Kamal Dahal Prachanda, the Chairman of the Maoist Center, has indicated that former Home Minister Rabi Lamichhane may be facing arrest. During a meeting with opposition party leaders on Friday morning, Prachanda raised this concern following discussions among the three parties. The leaders of the Nepali Congress, CPN-UML, and Maoist Center had gathered in Baluwatar on Wednesday to talk about the Truth and Reconciliation Commission (TRC) and to address Lamichhane’s situation, who heads the Rastriya Swatantra Party (RSP). Prachanda pointed out that, after considering Prime Minister KP Oli’s remarks, it seems the government is gearing up for action. “The arrest could occur within a day or two,” quoted a leader who was present at the meeting, referring to Prachanda’s comments."
EC approves local level by-election schedule,"EC approves local level by-election schedule Kathmandu, Sept 18: The Election Commission has approved the schedule for the upcoming local level by-elections. The schedule has been approved by including the works to be carried out by the Commission and its subordinate offices in the course of holding the elections in an organised manner, said EC Spokesperson Narayan Prasad Sapkota. According to the schedule, the notice for political party registration will be published on September 25 and party registration will take place between September 26 and October 2. The party registration will be approved on October 6. Meanwhile, the final list of voters will be published on November 11 while the polling stations will be determined, returning officer’s office will be established on November 15. The election program will start from November 17 and the voting itself will take place on December 1."
RSP national assembly: Discussion on organizational report and province-wise ‘reporting’ today,"RSP national assembly: Discussion on organizational report and province-wise ‘reporting’ today Kathmandu, Sept 17: The national assembly of the Rastriya Swatantra Party (RSP) has kicked off at Nepal Academy in Kathmandu today. Party President Rabi Lamichhane and office-bearers inaugurated the meet to continue up to Wednesday by ringing the bell. At the inauguration of the first national conclave, Lamichhane called for continuing the party campaign until a two-thirds majority was achieved. Saying that he has to perpetually fight from naming of the party to the recent cooperative case, President Lamichhane urged the party leaders and cadres to continue to fight resolutely under any circumstances. “There will be continued attacks on us and the party. Let’s be prepared to face such blows and assaults. RSP has joined politics not to win or lose, but for change and inspiration. No one can defeat us”, he asserted. Admitting that they had lost the election in Ilam due to lack of organizational base and strategy, he urged the leaders and cadres to be active to get majority in the upcoming elections in 2084 BS. Regarding the report of the Parliamentary Special Investigation Committee on Cooperatives, Lamichhane argued that those who defamed him could not provide evidence. “The report was presented at the parliament yesterday. I knew what evidence would be like, now the cooperative scam is over. The subject goes from the cooperatives to the Gokha media”. Lamichhane said that he has now realized that they should not have joined the government. On the first day of the national meet today, acting general secretary and chief of the organization department Kabindra Burlakoti will present the organizational report. The political report of President Lamichhane will be presented tomorrow. The meeting will announce the party’s national campaign and fix the date for the first general convention. More than 1,500 delegates from across the country are participating in the gathering. Various reports and proposals will be discussed today. On the first day, reports related to economic, disciplinary and parliamentary affairs will also be submitted after ‘reporting’ from all the provinces. Today, the agenda is to present proposals regarding constitution amendment, policy-ideology, values, candidates’ club and leadership academy. On the second day of the meeting, group discussions will be held on all the reports and proposals presented."
End of the current session of the Parliament by the President,"President Ramchandra Paudel has announced the end of the current Parliament session. It is stated in the press release issued by the President’s Office that President Paudel ended the current session at 12:00 PM on Monday. According to Article 93 of the Constitution of Nepal, the current session of the Parliament has been terminated on the recommendation of the Council of Ministers. According to the recommendation of the Council of Ministers, the current session of both the Houses of Parliament has been terminated with effect from 12:00 PM on Monday, the President’s Office said."
"Maoist Centre not willing to join government, Prachanda says","CPN (Maoist Centre) Chairman Pushpa Kamal Dahal ‘Prachanda’ has said that his party will not engage in the game of making a new ruling coalition. Addressing the party’s political training programme in Birtamod of Jhapa district on Sunday, the Maoist Centre Chairman announced that his party will not join the government for now and will also not make a new coalition. “The CPN (Maoist Centre) will visit the people and organize them. The party will not engage in the game of power sharing,” Prachanda said while welcoming leaders and cadres of different parties into the Maoist Centre. He also urged the ruling Nepali Congress and CPN (UML) not to appeal to the Maoist Centre to join hands for the cause of power sharing. On the occasion, senior communist leader of Jhapa Lok Bandhu Kandangwa and other leaders and cadres joined the CPN (Maoist Centre). Chairman Prachanda, party’s assistant general secretary and Koshi Province In-charge Haribol Gajurel and other leaders welcomed the new entrants into the Maoist Centre."
HoR meeting adjourned and postponed over ‘violence’,"The meeting of the House of Representatives today was adjourned following a debate between MPs of the ruling party and the main opposition party over the word ‘violence’. The debate between the two sides has started by CPN (UML) MP Yogesh Bhattarai said that ‘violence’ was committed during the then armed conflict led by CPN (Maoist) party in the Lower House meeting on August 28. In response, MPs of CPN (Maoist Center) expressed objection to it and demanded that the word be removed from the records of the Parliament. Speaker Devraj Ghimire then asked the Federal Parliament Secretariat to carry out a study over the word ‘violence’. In today’s meeting, Speaker Ghimire informed the House that since the word ‘violence’ was not found to be un-parliamentary it should not be removed from the records. Soon after MPs of the Maoist Center protested by saying that the word violence was allowed to be used in violation of the Constitution. After seeking time from the Speaker, Maoist Centre chief whip Hitaraj Pandey and MP Devendra Paudel said the use of the word ‘violence’ had demeaned the armed conflict waged by the Maoist party. On the other hand, CPN (UML) Chief Whip Mahesh Bertaula and MP Raghuji Pant made it clear that the word ‘violence’ was not aimed at any particular individual but at the heinous and inhumane activities that took place during the armed conflict. However, the MPs of the main opposition parties stood up from their seats in protest, leading to repeated requests from the Speaker to allow the house to move ahead with the agenda of the day. But the opposition MPs continued with their protests, prompting the Speaker to adjourn the meeting and postpone it to September 15."
Deputy Speaker’s resignation demanded,"Lawmaker of CPN (UML) Padma Giri demanded the resignation of Deputy Speaker Indira Rana to, what he said, pave the way for keeping the decorum and dignity of the parliament. During the special hour of today’s House of Representatives (HoR) meeting, he said the decision taken by the dignified persons of the parliament such as Deputy Speaker and his/her conducts are associated with the glory and dignity of the parliament. “The Deputy Speaker did not maintain the dignity and glory of the Parliament. She has ignored the issue that has been raised in the parliament for a long time,” he said, adding, “It would be better for the Deputy Speaker to resign to pave the way for protecting the dignity of the parliament.” He further explained, “It is not the matter of prejudice against any individual.  However, the decisions and conducts of the Deputy Speaker, a dignified person of the Parliament, are linked to the dignity of the Parliament”. Giri claimed that she had tarnished the image of parliament by writing a recommendation letter to the US Embassy for people not associated with the parliament to attend a programme in the US. On a different note, Giri pointed out the need for the concerned ministries to pay attention to improve the national flag carrier Nepal Airlines Corporation (NAC), which was going through a major crisis. He said that it was difficult to pay the interest and installments of the loan as the operation of the aircraft purchased by taking loans was not effective. Another lawmaker Suhang Nembang stressed the need to take ahead the country to the path of prosperity by ironing out differences through the medium of consensus and collaboration. Nepali Congress lawmaker Rajendra Bajgai pointed out the need for the government to pay special attention to enhance the country’s aviation security. Lawmaker Pratima Gautam drew the attention of the stakeholders to the difficulties faced by the general public in commuting due to the collapse of roads, potholes and lack of timely repair in various places of Kathmandu. CPN (Maoist Centre) lawmaker Purna Bahadur Gharti drew the attention of the government to review the recent Supreme Court order regarding the construction of structures on the banks of the rivers within the Kathmandu Metropolitan City. He argued that efforts were made to keep pertinent issues in shade by demanding resignation of the Deputy Speaker. Rastriya Swatantra Party lawmaker Binita Kathayat demanded that the name of the road connecting Surkhet to Jumla along the Karnali Highway should be renamed as Karnali Highway. She also demanded speeding up the construction of the 210-mile Karnali Highway."
UML Politburo endorses annual action plan,"The politburo meeting of CPN (UML) has passed the action plan of the party. The two-day meeting held at the party’s central office in Chyasal, Lalitpur passed the action plan based on the feedback from the politburo members, which is to be finally agreed upon by the secretariat meeting. According to UML Publicity Department Chief Rajendra Gautam, the politburo members emphasized on the effectiveness of the action plan while expressing concern over the lack of proper evaluation of the work done by the party committee and cadres. They stressed on a system for evaluating the work done by the party committee and leaders and workers in a transparent manner, he said. In the meeting, 51 politburo members gave their feedback on the party’s annual action plan presented by General Secretary Shankar Pokharel."
UML leaders meet with NC President Deuba,"A team led by CPN (UML) Bagmati Province in-charge Dr Rajan Bhattarai met with President of Nepali Congress and former Prime Minister Sher Bahadur Deuba at the latter’s residence in Baluwatar on Tuesday. The UML delegation met NC President Deuba to draw his attention to the Supreme Court’s ruling on riverside land and settlements and the circular issued by the Mayor of Kathmandu Municipal Corporation. During the meeting, Deuba agreed that the government should review the issues arising out of the Supreme Court’s decision and direct the Law Minister to take the necessary steps to go for a review the decision as soon as possible. The delegation also included UML Kathmandu District In-charge Ananda Pokharel, Kathmandu District President Deepak Niraula and other office-bearers."
Timeline of parliamentary probe committee on cooperative funds misuse extended by 15 days,"The timeline of the parliamentary investigation special committee on misuse of cooperative funds has been extended by 14 days. In today’s meeting of the House of Representatives, Committee President Surya Bahadur Thapa had presented a proposal seeking extension of the timeline. The House had unanimously endorsed the proposal. Similarly, President of the Education, Health and Information Technology Committee of the HoR, Ammar Bahadur Thapa, presented the report of the Committee on Nepal University Bill- 2081 BS in the National Assembly. He also presented the committee’s report on the Public Service Broadcasting Bill, 2081 BS. The HoR has unanimously approved the proposal to send the Securities (First Amendment) Bill, 2081 BS to the concerned committee for clause-wise discussion. The proposal to send the Economic Procedure and Fiscal Responsibility (First Amendment) Bill, 2081 BS to the concerned committee for clause-wise discussion has been unanimously approved. Speaker Devraj Ghimire read out the letter received from the Office of the President regarding the certification of the bill before the HoR members. Next meeting of the HoR shall meet at 1.00 pm on September 9."
Parliamentary Committee directs govt. to think about inclusion while recommending ambassadors,"The International Relations and Tourism Committee of the House of Representatives has drawn attention of the government to pay attention to proportional inclusive principle while recommending the names to the post of Nepali ambassadors to different countries. During a meeting of the Committee convened at Singha Durbar today, the Committee held discussion with Minister for Foreign Affairs and directed the government to follow provisions of the constitution and   Ambassador Appointment Guidelines-2075. Committee Chairperson Raj Kishor Yadav shared that the government should make ambassador appointment inclusive and transparent viewing the preamble of the constitution, arrangement of Article 42 and 282 and Ambassador Appointment Guidelines. He further said the Committee would discuss with Foreign Ministry about Ambassador Appointment Guideline.  The Committee held discussion with Foreign Minister about recently held India visit and appointment of ambassadors. On the occasion, lawmakers stressed on the need of making recommendation of ambassadors transparent and non-controversial. Saying the recent India visit of the Foreign Minister was fruitful, lawmaker Bimalendra Nidhi, expressed the belief that the visit would further strengthen mutual welfare and relation between the two countries. Similarly, Raghuji Mahaseth laid emphasis on the need of making diplomatic relation with other countries equally strong, adding the India of the Foreign Minister was successful. Pashupati Shumsher JB Rana demanded to inform about the progress of Pancheshwor Project while Bhim Prasad Acharya explained that ambassadors appointed to different countries should be responsible towards the nation and people. Eknath Dhakal underlined the need of making recommendation of ambassadors systematic as per Ambassador Appointment Guidelines in coming days while Shishir Khanal shared that ambassador appointment process should be as per the guidelines. Hit Bahadur Tamang, Prabhu Sah, Prem Suwal, Ganga Ram Chaudhary and Sunita Baral expressed the view that Nepal should take initiatives for the implementation of the issues raised in Foreign Minister’s India visit as well as recommendation of ambassadors should be transparent."
Minister Gurung resigns,"Minister for Forest and Environment of Gandaki Province government, Rajeev Gurung, has resigned from the post. The responsibility of Ministry of Forest and Environment was given to Gurung, who was Minister for Physical Infrastructures and Transport before the cabinet reshuffle. In a resignation letter, Gurung mentioned that he resigned from the post due to changed political scenario. Chief Minister Surendra Raj Pandey approved the resignation of Gurung, according to the office of the Chief Minister and Council of Ministers. Gurung was elected as Gandaki Province Assembly member as the independent candidate from Manang. Chief Minister Pandey had appointed four ministers of the CPN (UML) today itself."
Campaign begins to restore Maoist party’s clout: Chair Dahal,"CPN (Maoist Centre) Chairperson Pushpa Kamal Dahal claimed that his party-led government’s delivery on public interest had increased public trust in his party. Addressing the cadres training here Sunday, Chairperson Dahal asserted that the campaign to revive party’s prominence had begun. According to him, public had supported his party with great faith in 2064 BS. He, however, admitted that public support to his party saw decrease over the time due to distortions within the party and the tendency of distancing from public. He shared that problems related to loan shark victims were addressed, and arrangements made for thousands of Stateless people during his premiership. On the occasion, he instructed party’s leaders in the district to ensure participation of Madhesi, Muslim and Tharu communities in the executive roles."
Parliamentary hearing of proposed ambassadors begins,"The Parliamentary Hearing Committee has initiated the hearing process for the proposed ambassadors to various countries. Today, the Committee will hear from four of the 17 proposed candidates for ambassadorial appointments. The candidates scheduled for today’s hearing are Prof. Dr. Krishna Prasad Oli (proposed ambassador to the People’s Republic of China), Sumnima Tuladhar (Denmark), Dr. Shail Rupakheti (Germany), and Dr. Shankar Prasad Sharma (India). During the hearing, Prof. Dr. Oli presented his action plan, expressing his commitment to enhancing bilateral relations with China if appointed. The Cabinet had recommended the appointment of ambassadors to 17 countries on July 29. The other proposed ambassadors are Dhana Prasad Pundit (Israel), Dr. Netra Prasad Timilsina (Malaysia), Rita Dhital (Pakistan), Prakash Mani Poudel (Portugal), Ramesh Chandra Poudel (Qatar), Junga Bahadur Chauhan (Russia), Naresh Bikram Dhakal (Saudi Arabia), Prof. Dr. Kapilman Shrestha (South Africa), Dr. Shibamaya Tumbahamphe (South Korea), Sanil Nepal (Spain), Ram Krishna Bhattarai (Sri Lanka), Chandra Kumar Ghimire (the United Kingdom), and Lok Darshan Regmi (the USA). The Committee has received nine complaints regarding these nominations and has allowed six complainants to present their views during the meeting. The majority of complaints highlighted concerns that the principle of inclusion, which reflects the spirit and sentiments of the constitution, was overlooked in the ambassadorial recommendations, seeking corrections over it."
Maoist meeting: Party leadership suggested to chart out people’s mobilization programme,"Leaders of the CPN (Maoist Centre) have recommended the party leadership to lay special focus on the expansion of the organizational base and chart out the people’s mobilization programme in an effective manner. Airing their views at a consultative meeting of the central members representing the Valley special province and coordination province and province office-bearers at the party central office in Kathmandu, leaders stressed the need to expand the party organization’s base by consolidating internal unity in the party. Among the leaders delivering their views today were Jhakku Subedi, Shree Krishna Adhikari, Bishnu Sapkota and Lekhnath Neupane. Addressing the meeting, Chairperson of the party, Pushpa Kamal Dahal ‘Prachanda’ said the open discussion was called in an effort to consolidate the party and that it should not be taken otherwise. He said wider efforts will be devised for party building noting they should take initiative to engage socialist force to explore the path of collaboration. —"
"Will unite Maoist factions, Prachanda says","CPN (Maoist Centre) Chairman Pushpa Kamal Dahal ‘Prachanda’ has said that his government worked for the cause of good governance during its tenure. Addressing the second conference of the party-aligned Rukum Paschim-Kathmandu Liaison Committee in Kathmandu on Saturday, the Maoist Centre Chairman stated that his government’s focus was on good governance, social justice and prosperity. Dahal said that the ongoing debates taking place in the party has further united the Maoist Centre as it is gearing up for the socialist revolution. Similarly, Dahal said that the document tabled by party leader Janardan Sharma in the party’s standing committee meeting would be included in the party’s report for the central committee meeting. Dahal also pledged to make the party robust adding that efforts are on to unite all the Maoist factions. On the occasion, Assistant General Secretary of CPN (Maoist Centre) Janardan Sharma said that he would work untiringly to make the party stronger adding that he worked for the cause of the party, movement, leadership and the people. Likewise, Sharma expressed his reservations to the questions raised on him while campaigning for the party-building agendas."
Prime Minister Oli bills consensus on finalizing peace process matter of happiness for all,"Prime Minister Oli bills consensus on finalizing peace process matter of happiness for all Kathmandu, Aug 14: Prime Minister KP Sharma Oli said that after 18 years of the initiation of the peace process, the agreement on the transitional justice laws is a matter of happiness for the peace advocates. In today’s meeting of the House of Representatives (HoR), Prime Minister Oli, while addressing current issues, expressed his commitment that the government will facilitate the implementation of the laws as they are about to passing laws with consensus. “There was a conflict in our country. We have advanced the peace process. This process is original (home grown) of our own modality. We have advanced the peace process as a model for the world. We have moved forward to bring the conflict to an end as well as to mainstream and uplift the parties separated from the conflict,” he said. Prime Minister Oli further said, “As the last installment of the peace process in Nepal, we have taken the law on truth and reconciliation and investigation of disappeared persons forward. It has been unanimously and the relevant committee of the parliament to focus on the victims. In this sense, I express happiness. This may be useful for our success in the world.”"
TRC Bill passed by House of Representatives,"The House of Representatives has endorsed the Bill related to transitional justice. In today’s HoR meeting, the proposal presented by Minister for Law, Justice and Parliamentary Affairs, Ajay Kumar Chaurasiya, seeking passage of the Bill related to Investigation of Enforced Disappeared Persons, Truth and Reconciliation Commission (Third Amendment), 2081’ was passed by a majority of the House. —"
50 percent of women candidatures in direct electoral system sought,"Joint General Secretary of the Nepali Congress, Mahalaxmi Upadhyay (Dina), has insisted on ensuring 50 percent of women candidacies in the direct electoral system, constitutionally. In her address to a daylong Bagmati Province-level orientation on ‘Equal Participation of Women in Electoral System: Current Issues and Guarantee of Women Representation’ here today, she said 50 percent participation of women in each State’s apparatus is not achievable only through the encouragement of women engagement in politics through the proportional electoral system. “The Nepali Congress has played a significant role in establishing women in politics. However, 50 percent participation of women in the party’s decision-making level has been a long wait. Dwarika Devi Thakurani, the first women minister in the entire South Asia was from the Nepali Congress.  Women contributed significantly to the 2006 people’s movement. Now time has come to ensure their 50 percent women’s candidatures from each party in the first-past-the-post electoral system,” she said. Despite contributing largely to each political movement in the country, the rights of women have not been adequately institutionalized as their presence in the decision-making levels is negligible, according to the leader. As she said, women’s rights to property and equal lineage have not been institutionalized under various structural and social circumstances. Stating that the first 2008 Constituent Assembly had 34 percent women’s participation, she said women’s political representation and access gradually fell due to the growing culture of an electoral alliance. Also speaking at the programme, Pushpa Bhusal, the NC central member, said women should unite to claim their stake in each level of the State, and women leaders should be ready to deliver in the best interests of the citizens. “One should be active in the party with people-friendly approach and goal. Then, capacity should be developed to be established in every social forum. Women’s leadership cannot be achieved only from the development of physical infrastructures. There will be no sufficient activities for the women’s representation until the issues of women’s economic equality and educational status are forwarded”, she shared. Likewise, lawmaker and NC central committee member Sarita Prasain viewed that constant struggle was needed to establish women’s representation. She mentioned, “There is no representation of women even in cabinet as guaranteed by the constitution and law. Struggle is still necessary for the women’s representation. Women should make themselves capable to establish in politics. An environment should be created"
Maoist Centre to initiate for greater left-wing unity,"CPN (Maoist Centre) has initiated discussion on broader left-wing unity. Sharing the agendas of the party’s standing committee meeting held yesterday at Parisdanda, Maoist Centre’s vice-chair and spokesperson Agni Prasad Sapkota said chair Pushpa Kamal Dahal ‘Prachanda’ has proposed an initiative for greater left-wing unity. Today’s meeting discussed the issue of effectively raising the agenda of the country and the peoples in the parliaments and on the street. Sapkota further shared that the meeting also discussed on the campaign to cleanse the party. Meanwhile, chair Dahal expressed his views on the latest political development of the country and party’s future action plans and direction. Spokesman Sapkota informed that senior leaders made their comments being based on the views of the chair Dahal. According to him, the eighth general convention of the party that synthesized the ideas and actions of the past will be further reviewed. Next meeting of the party will take place at 11.00 am Sunday."
Report of task force on Transitional Justice handed to top leaders,"report of the understanding reached at the task force level for finalizing the transitional justice in accordance with the Comprehensive Peace Accord (CPA) signed between the Government of Nepal and the then rebelling CPN (Maoist) has been handed over to the top leaders of the three major political parties, including Prime Minister KP Sharma Oli. The task force submitted the report to Prime Minister and CPN (UML) Chair Oli, Nepali Congress President Sher Bahadur Deuba and CPN (Maoist Centre) Chair Pushpa Kamal Dahal ‘Prachanda’, amidst a programme at the Office of the Prime Minister and Council of Ministers at Singha Durbar today. Members of the task force – Home Minister and Nepali Congress leader Ramesh Lekhak, UML Chief Whip Mahesh Kumar Bartaula and Maoist Centre leader Janardan Sharma – presented the report on the understanding to the top leaders. The task force had on August 1 forged an agreement on topics as interpretation of the conflict-era incidents, and relief, compensation, reparation and justice to the victims which had remained contentious for long. Present in the report handover programme were PM Oli, NC president Deuba, UML general-secretary Shankar Pokhrel, PM’s chief political advisor Bishnu Rimal, Attorney General Ramesh Badal, Government Chief Secretary Liladevi Gadtaula, among other officials. The main political parties had reached a four-point understanding on settling the topic of transitional justice which was being seen with much interest nationally as well as internationally. As per the agreement, intentional or arbitrary killing will be included under the definition of murder; the families of the security persons who lost lives in the conflict would be provided relief, compensation and reparation, while similar scheme is planned for the combatants who were termed disqualified ones. Similarly, in case the victim side does not consent to the conflict era case, it would be recommended to the Attorney General. Such cases would now be adjudicated based on the existing principle of criminal justice, but in line with transitional justice. The task force has stated that the agreement was made being based on the principles of transitional justice and national and international standards where victims’ concerns are kept in centre. Also paid heed is the decisions made by the Supreme Court. It is an agreement in which the whole country wins, rather than someone winning and some other side losing. As per the agreement, the victims and perpetrators would be brought together and assimilated in a way that it would prevent future conflict. The victims would be ensured justice and perpetrator brought to book, he added. The agreement among the major political parties on this significant backlog of peace process has been taken as a measure to alleviate the conflict-era wounds. It has been 17 years since signing of the CPA, the big parties became able to strike a deal to fully settle the peace process. Irrespective of the formation of two transitional justice mechanisms and officials put in place for multi"
