formatted_article,nepali_summary
"""नेपाल आयल निगमले पेट्रोल, डिजेल र मट्टितेलको मूल्य अहिलेसम्मकै उच्च विन्दुमा पुर्याएको छ । निगमले बुधबार साँझ जारी गरेको विज्ञप्तिमा भनिएको छ, 'नयाँ मूल्यमा निम्न परिवर्तन गरिएको छः यसअघि मार्चको पहिलो साता निगमले इन्धनको मूल्य वृद्धि को घोषणा गरेको थियो, जसले गर्दा यो अहिलेसम्मकै उच्च विन्दुमा पुगेको थियो । निगमले अहिले खाना पकाउने ग्यासको मूल्य नबढाए पनि पेट्रोल, डिजेल र एलपी ग्यासको बिक्रीमा ठूलो घाटा बेहोर्नुपरेको जनाएको छ । हरेक पन्ध्र दिनमा इन्धनको मूल्य निरन्तर बढिरहेकाले अर्थतन्त्रका विभिन्न क्षेत्रमा यसको प्रभावबारे चिन्ता व्यक्त गरिएको छ भने विज्ञहरूले देशले चाँडै नै विकल्प खोज्नुपर्ने बताएका छन् ।""","नेपाल आयल निगमले पेट्रोल, डिजेल र मट्टितेलको मूल्य वृद्धि गरेको छ । निगमले खाना पकाउने ग्यासको मूल्य नबढाए पनि पेट्रोल, डिजेल र एलपी ग्यासको बिक्रीमा ठूलो घाटा बेहोरिरहेको छ । इन्धनको मूल्यमा निरन्तर वृद्धिले अर्थतन्त्रका विभिन्न क्षेत्रमा यसको प्रभावबारे चिन्ता बढाएको छ, जसले गर्दा विज्ञहरूले देशले चाँडै नै विकल्प खोज्नुपर्ने सुझाव दिएका छन्।"
"""पोखरा– नेपालका सातै प्रदेशका यातायात मन्त्रीहरुले सवारी करको दर समान बनाउने निर्णय गरेका छन्। हाल प्रदेशहरुले आफैले दररेट निर्धारण गर्दै आएका छन् । तर, बुधबार पोखरामा बसेको मन्त्रीहरुको बैठकले यसलाई युनिफर्म बनाउने निर्णय गरेको हो । उनीहरुले संघीय भौतिक पूर्वाधार तथा यातायात मन्त्रालयलाई प्रक्रिया सहज बनाउन आग्रह गरेका छन् । बैठकमा संघीय यातायात मन्त्री रेणु यादवको पनि उपस्थिति थियो ।  दुई दिनसम्म चलेको बैठकले यातायात क्षेत्रलाई थप व्यवस्थित बनाउन कुल २२ वटा निर्णय गरेको छ । निर्णयहरू मध्ये एक यो हो कि उनीहरूले वाहन मालिकहरूलाई उनीहरूको वाहन दर्ता भएको ठाउँमा सहज महसुस गर्ने प्रान्तहरूमा वाहन कर तिर्न अनुमति दिनेछन्। तर दीर्घकालमा भने सवारी दर्ता भएका प्रदेशलाई कर तिर्ने गरी अनलाइन प्रणालीको विकास गरिने उनीहरुको भनाइ छ ।""","नेपालका यातायात मन्त्रीहरुले सातै प्रदेशमा सवारी करको दर एकसमान बनाउने निर्णय गरेका छन् । उनीहरुले संघीय भौतिक पूर्वाधार तथा यातायात मन्त्रालयलाई प्रक्रिया सहज बनाउन आग्रह गरेका छन् । बैठकले यातायात क्षेत्रलाई थप व्यवस्थित बनाउन २२ वटा निर्णय गरेको छ । एउटा निर्णयले सवारी धनीहरूलाई उनीहरूको मनपर्ने प्रान्तहरूमा कर तिर्न अनुमति दिन्छ, दर्ताको परवाह नगरी। लामो समयसम्म दर्ता भएका प्रदेशलाई कर तिर्न सक्ने गरी अनलाइन प्रणालीको विकास गरिनेछ ।"
"""नेपालले क्रिप्टोकरेन्सी कारोबार, हाइपर फण्ड र अनलाइन सट्टेबाजीलाई सहज बनाउने वेबसाइट र मोबाइल एप्लिकेसनमा प्रतिबन्ध लगाएको छ ।  नेपाल दूरसञ्चार प्राधिकरणले सबै इन्टरनेट सेवा प्रदायक र मोबाइल फोन नेटवर्कलाई त्यस्ता वेबसाइट र एप्समा आफ्ना ग्राहकको पहुँच ब्लक गर्न निर्देशन दिएको छ ।  यसअघि अर्थ मन्त्रालयले सञ्चार तथा सूचना प्रविधि मन्त्रालयलाई त्यस्ता वेबसाइट र एप्स ब्लक गर्न भनेको थियो । पछिल्लो समय नेपाली अधिकारीहरूले यस्ता कारोबारनियन्त्रणका लागि एकपछि अर्को गर्दै विभिन्न प्रयास गर्दै आएका छन् । अर्कोतर्फ, केन्द्रीय बैंकले आफ्नै डिजिटल मुद्राको परिचयको लागि तयारी गर्न एक अध्ययन सुरु गरेको छ।""","नेपालले क्रिप्टोकरेन्सी डिल, हाइपर फन्ड र अनलाइन सट्टेबाजीलाई सहज बनाउने वेबसाइट र मोबाइल एप्लिकेसनमा प्रतिबन्ध लगाएको छ । नेपाल दूरसञ्चार प्राधिकरणले इन्टरनेट सेवा प्रदायक र मोबाइल फोन नेटवर्कलाई त्यस्ता वेबसाइट तथा एप्समा ग्राहकको पहुँच रोक्न निर्देशन दिएको छ । अर्थ मन्त्रालयले सञ्चार तथा सूचना प्रविधि मन्त्रालयलाई पनि त्यस्ता वेबसाइट बन्द गर्न अनुरोध गरेको छ । केन्द्रीय बैंकले पनि आफ्नै डिजिटल मुद्राको तयारी गरिरहेको छ ।"
"""नेपाल दूरसञ्चार प्राधिकरणले नेपाली कांग्रेसका नेता विनोद चौधरी नेतृत्वको चौधरी ग्रुपअन्तर्गतको कम्पनी सीजी टेलिकमलाई सरकारले नयाँ मोबाइल फोन लाइसेन्स दिन नसक्ने निर्णय गरेको छ ।  गत महिना सञ्चार तथा सूचना प्रविधि मन्त्रालयले यस विषयमा प्राधिकरणसँग राय मागेको थियो । उक्त प्रस्तावको अध्ययन गर्दै प्राधिकरणले कम्पनीले मापदण्ड पूरा नगरेकाले त्यस्तो अनुमतिपत्र प्राप्त गर्न नसकेको जनाएको छ । तर अझै पनि प्राधिकरणको सुझाव कानुनी रूपमा बाध्यकारी छैन र सरकार आफैंले निर्णय गर्न सक्छ।  मन्त्रालयले पनि प्रक्रिया फिर्ता लिएको छैन, जसको अर्थ चाँडै निर्णय हुनेछ। यो कुरा सञ्चार सचिव बैकुण्ठ अर्यालको इच्छामा भर पर्ने देखिन्छ किनभने भ्रष्टाचार विरोधी संवैधानिक निकायले छानबिन गरेमा उनी अख्तियार दुरुपयोग अनुसन्धान आयोगबाट कारबाही भोग्न तयार हुनुपर्छ ।""",नेपाल दूरसञ्चार प्राधिकरणले चौधरी ग्रुपअन्तर्गतको कम्पनी सीजी टेलिकमलाई सरकारले नयाँ मोबाइल फोन लाइसेन्स दिन नसक्ने फैसला गरेको छ । प्राधिकरणको निर्णय कानुनी रूपमा बाध्यकारी हुँदैन र सरकारले आफ्नै निर्णय गर्न सक्छ । यो निर्णय सञ्चार सचिव बैकुण्ठ अर्यालले अख्तियार दुरुपयोग अनुसन्धान आयोगबाट कारबाही भोग्न तयार हुने र भ्रष्टाचार विरोधी संवैधानिक निकायले छानबिन गर्ने भन्नेमा भर पर्नेछ ।
"""नेपालमा सवारी चालक अनुमतिपत्र (लाइसेन्स) लिन सर्वसाधारणले भोग्नुपरेको झन्झट अझै सकिएको छैन । बरु यातायात व्यवस्था विभागले पुनः आवेदन प्रणाली बन्द गरेपछि थप अप्ठेरो भएको छ । विभागले सोमबार एक सूचना जारी गर्दै बाँकी रहेका आवेदकको परीक्षा सम्पन्न गर्न चाहेकाले अनिश्चितकालका लागि आवेदन बन्द गरेको जनाएको हो । सूचनामा भनिएको छ, 'अर्को सूचना जारी नभएसम्मका लागि सेवा बन्द गरिएको छ । अधिकारीहरूका अनुसार ड्राइभिङ लाइसेन्सका आवेदनहरू पुनः खोल्न अब कम्तीमा केही महिना लाग्नेछ।  विगत दुई वर्षमा कोभिड महामारीको कारण देखाउँदै अक्षम विभागले पटक–पटक अनलाइन आवेदन प्रणाली बन्द गरेको थियो भने सबै आवेदकको समयमै परीक्षण गर्ने क्षमताको अभावका कारण हजारौँ आवेदक कुरेर बसेका छन् । यता, अन्य धेरै ले परीक्षा पास गरेर पनि आफ्नो लाइसेन्स छाप्ने पर्खाइमा छन् ।""",नेपालको यातायात व्यवस्था विभागले कोभिड महामारीका कारण दोस्रो पटक एप्लिकेसन प्रणाली बन्द गरेको छ । विभागले बाँकी रहेका आवेदकको परीक्षा सम्पन्न गर्न अनिश्चितकालका लागि प्रणाली बन्द गरेको हो । अधिकारीहरुका अनुसार आवेदन प्रक्रिया पुनः सुरु गर्न कम्तिमा केही महिना लाग्नेछ । विभागको अक्षमताका कारण हजारौं आवेदकहरू आफ्नो लाइसेन्सको पर्खाइमा छन् भने केही अझै पनि परीक्षा उत्तीर्ण गरेर पनि प्रिन्ट आउटको पर्खाइमा छन्।
"""श्रम, रोजगार तथा सामाजिक सुरक्षामन्त्री कृष्णकुमार श्रेष्ठ 'किसान' संयुक्त अरब इमिरेट्स (युएई), कतार र सेशेल्सको भ्रमणका लागि त्यसतर्फ प्रस्थान गरेका छन् । संयुक्त अरब इमिरेट्स (युएई) र कतार विगत केही दशकदेखि नेपाली आप्रवासी कामदारको रोजाइमा परेका दुई गन्तव्य हुन् भने अफ्रिकी टापु मुलुक सेशेल्सले हालै मात्र नेपाली कामदार भर्ना का लागि सम्झौता गर्न नेपालसँग सम्पर्क गरेको छ । पहिलो, उहाँले संयुक्त अरब इमिरेट्सको भ्रमण गर्नुहुनेछ र त्यहाँका आफ्ना समकक्षीसँग विभिन्न विषयमा छलफल गर्नुहुनेछ । भ्रमण भिसाको दुरुपयोग र त्यसले गर्दा त्यहाँ अड्किएका नेपालीका समस्याबारे पनि छलफल हुने मन्त्रीको सचिवालयले जनाएको छ । संयुक्त अरब इमिरेट्स (युएई) मा उनले नेपाली आप्रवासी कामदारका प्रतिनिधि र अन्य श्रम आप्रवासन सरोकारवालासँग पनि भेटघाट गर्नेछन् । संयुक्त अरब इमिरेट्स (युएई) बाट प्रतिनिधिमण्डल मार्च १७ बिहीबार सेशेल्स जानेछ र मार्च २० आइतबार कतार फर्कनेछ । प्रतिनिधिमण्डल यही फागुन २८ गते मङ्गलबार नेपाल फर्कने कार्यक्रम छ ।""","श्रम, रोजगार तथा सामाजिक सुरक्षामन्त्री कृष्णकुमार श्रेष्ठ 'किसान' ले संयुक्त अरब इमिरेट्स (युएई), कतार र सेशेल्सको भ्रमण गर्ने भएका छन् । संयुक्त अरब इमिरेट्स (युएई) र कतार दशकौंदेखि नेपाली आप्रवासी कामदारका लागि लोकप्रिय गन्तव्य का रुपमा रहँदै आएका छन् भने सेशेल्सले नेपाली कामदार भर्ना का लागि सम्झौता गर्न नेपालसँग सम्पर्क गरेको छ । भ्रमण भिसाको दुरुपयोग र त्यहाँ अड्किएका नेपालीका विषयमा मन्त्री पुनले छलफल गर्नुहुनेछ । त्यसपछि प्रतिनिधिमण्डल कतारको सेशेल्स जाने छ र मार्च २२ मा नेपाल फर्कनेछ ।"
"""सङ्घीय सरकारले आगामी आर्थिक वर्ष २०७६/७७ मा प्रदेश र स्थानीय तहलाई समानीकरण अनुदानमा रु एक खर्ब ६१ अर्ब ६६ करोड दिने तयारी गरेको छ ।  राष्ट्रिय प्राकृतिक स्रोत तथा वित्त आयोगले प्रत्येक आर्थिक वर्षमा रकम निर्धारण गर्ने जिम्मेवारी लिएको छ । हालै आयोगले आगामी आर्थिक वर्षका लागि सरकारलाई सुझाव बुझाएको छ । जसअनुसार सातवटै प्रदेशले समानीकरण अनुदानबापत रु ६१ अर्ब ४३ करोड र ७५३ स्थानीय तहले रु एक खर्ब २३ अर्ब प्राप्त गर्नेछन् । प्रत्येक स्थानीय तहले कम्तीमा रु दुई करोड ७५ लाख प्राप्त गर्ने छन् तर जनसंख्याका आधारमा एक इकाइबाट अर्को एकाइमा रकम फरक फरक हुनेछ । प्रदेश र स्थानीय तहले प्रत्येक वर्ष संघीय सरकारबाट चार प्रकारका अनुदान पाउँछन् ।""",संघीय सरकारले आगामी आर्थिक वर्षमा प्रदेश र स्थानीय तहलाई समानीकरण अनुदानस्वरुप रु एक खर्ब ६१ अर्ब ६६ करोड उपलब्ध गराउने भएको छ । राष्ट्रिय प्राकृतिक स्रोत तथा वित्त आयोगले सातै प्रदेशले ६१ अर्ब ४३ करोड र ७५३ स्थानीय तहले १ खर्ब २३ अर्ब रुपैयाँ पाउने गरी सिफारिस गरेको छ । प्रत्येक स्थानीय तहले जनसंख्याका आधारमा फरक–फरक रकम सहित कम्तीमा रु दुई करोड ७५ लाख प्राप्त गर्नेछन् ।
"""काठमाण्डाै – नेपालको एक मात्र शेयर बजार नेपाल स्टक एक्सचेन्ज (नेप्से) मा यस साताको कारोबारको पहिलो दिन आइतबार नेप्से परिसूचकमा उल्लेख्य वृद्धि भएको छ । दुई हजार ६६७ दशमलव ९७ बिन्दुमा बन्द भएको बजार १०१ दशमलव ०७ अंकले उकालो लागेको छ । यस्तै 'क' वर्गका कम्पनीको कारोवार मापन गर्ने सेन्सेटिभ परिसूचक पनि आज १६ दशमलव ३७ अङ्कले बढेको छ ।  कूल कारोबार रकमका आधारमा आइतबार रु चार अर्ब ८७ करोड बराबरको कारोवार भएको छ । गत साता दैनिक औसत ३ अर्ब रुपैयाँको कारोबार भएको थियो । आज कूल २२८ कम्पनीका ९० लाख २२ हजार ८९० कित्ता शेयर रु ६४ हजार २२८ मूल्यमा खरीद बिक्री भए ।  नेप्से परिसूचक बढेसँगै २०९ कम्पनीको शेयर मूल्य बढेको छ भने ११ कम्पनीको शेयर ओरालो लागेको छ भने आठ कम्पनीको शेयर स्थिर रहेको छ ।""",नेपाल स्टक एक्सचेन्ज (नेप्से) मा आज कारोवार मापक नेप्से परिसूचकमा उल्लेख्य वृद्धि भई रु चार अर्ब ८७ करोड बराबरको कारोवार भएको छ । 'क' वर्गका कम्पनीको कारोबार मापन गर्ने सेन्सेटिभ परिसूचक पनि १६.३७ अंकले बढेको छ । कूल २२८ कम्पनीका ९० लाख २२ हजार ८९० कित्ता शेयर रु ६४ हजार २२८ मूल्यमा खरीद बिक्री भए । २०९ कम्पनीको शेयर मूल्य बढेको छ भने ११ कम्पनीको शेयर मूल्य घटेको छ भने ८ कम्पनी स्थिर रहेका छन् ।
"""रसुवाको रसुवागढी नाकाबाट आयात हुने चिनियाँ सामानको परिमाण छिट्टै बढ्ने भएको छ । रसुवा र जिलुङ प्रदेशका सीमा अधिकारीबीच केरुङमा भएको 'भर्चुअल' वार्तामा व्यापारिक नाकाबाट नेपाल भित्रिने चिनियाँ सामानको परिमाण बढाउने सहमति भएको जिल्ला प्रशासन कार्यालयले जनाएको छ ।  रसुवाका प्रमुख जिल्ला अधिकारी नवराज जैसीले नेपाली बजारको माग पूरा गर्न गरेको प्रयासले कोभिड–१९ को महामारीपछि घटेको आयात बढाउन आग्रह गरेको छ । बैठक फलदायी भएको जैसीको भनाइ छ ।  रसुवागढीमा दैनिक १४ वटा कन्टेनर ल्याउने सहमति भएको र अहिलेको नौ वटा कन्टेनरबाट बढाएर यसै महिनाको अन्त्यबाट सुरु गर्ने सहमति भएको उनले बताए ।  दैनिक १४ वटा ठूला चिनियाँ कन्टेनर नाकामा आउन थालेपछि २८ वटा नेपाली कन्टेनर परिचालन हुने अपेक्षा गरिएको व्यवसायीले बताएका छन् ।""",रसुवा र जिलुङ प्रदेशका अधिकारीबीच भएको भर्चुअल वार्ताका कारण रसुवाको रसुवागढी नाकाहुँदै नेपाल भित्रिने चिनियाँ सामानबढ्ने भएको छ । रसुवाका प्रमुख जिल्ला अधिकारी नवराज जैसीले रसुवागढीमा दैनिक १४ वटा कन्टेनर ल्याउन सहमति जनाएका छन् । ठूला चिनियाँ कन्टेनर दैनिक आएपछि २८ वटा नेपाली कन्टेनर परिचालन हुने व्यवसायीको अनुमान छ ।
"""कोकाकोलाको एक मात्र फ्रेन्चाइज होल्डर बोटलर्स नेपाल लिमिटेडमाथि कर छलीगरेको अभियोग लगाइएको छ ।  उक्त कम्पनीले रु सात अर्ब ४३ करोड कर छली गरेको भन्दै राजस्व अनुसन्धान विभागले मुद्दा दायर गरेको छ । विभागका प्रमुख प्रकाश पौडेलका अनुसार उच्च अदालत पाटनमा दायर गरिएको मुद्दाले कम्पनीलाई बाँकी कर र त्यति नै जरिवाना तिर्नुपर्ने माग गरेको छ । बोटलर्स नेपालले कम्पनीको आधाभन्दा बढी शेयर बिक्री गर्दा पुँजीगत लाभकर छली गरेको आरोप लागेको छ । विभागले केही महिनाअघि उक्त घटनाको अनुसन्धान सुरु गरेको थियो ।""",नेपालको एक मात्र कोका–कोला फ्रेन्चाइज होल्डर बोटलर्स नेपाल लिमिटेडलाई राजस्व अनुसन्धान विभागले कर छलीगरेको अभियोगमा मुद्दा दायर गरेको छ । उक्त कम्पनीले रु सात अर्ब ४३ करोड कर छली गरेको र बाँकी कर तथा जरिबाना भुक्तानी गर्न माग गरिएको छ । कम्पनीले आफ्नो आधाभन्दा बढी शेयर बिक्री गरेपछि मुद्दा दायर गरिएको थियो ।
"""काठमाण्डाै – विगत केही महिनायता नेपालले आप्रवासी कामदारबाट प्राप्त गर्ने विप्रेषण आप्रवाहको मात्रा निरन्तर घट्दै गएको छ ।  चालू आर्थिक वर्षको सातौँ महिना (पुसदेखि फागुनमसान्तसम्म) मा वैदेशिक रोजगारीका लागि श्रम स्वीकृति लिनेको सङ्ख्यामा वृद्धि भएको थियो । त्यसैले यो महिना विप्रेषणको रकम बढ्ने अपेक्षा गरिएको थियो । तर, त्यसो हुन सकेन ।  नेपाल राष्ट्र बैंकको तथ्यांकअनुसार यो महिनामा ७२ अर्ब रुपैयाँ रेमिट्यान्स भित्रिएको छ । यो अघिल्लो वर्षको सोही अवधिको तुलनामा ४.९ प्रतिशतले बढी हो । आर्थिक वर्ष २०७६/७७ को शुरुदेखि २०७६ फागुन मसान्तसम्ममा नेपालको विप्रेषण आप्रवाह रु पाँच खर्ब ४० अर्ब १२ करोड पुगेको छ भने गत वर्ष रु पाँच खर्ब ६७ अर्ब ७० करोड रहेको थियो ।""",चालू आर्थिक वर्षको सातौँ महिनामा ४.९ प्रतिशतले घटेर वैदेशिक रोजगारीमा जाने कामदारको विप्रेषण आप्रवाह केही महिनायता घट्दै गएको छ । नेपाल राष्ट्र बैंकको तथ्याङ्कअनुसार गत आवको सोही अवधिमा रु पाँच खर्ब ६७ अर्ब ७० करोड विप्रेषण भित्रिएकोमा यस अवधिमा रु ७२ अर्ब विप्रेषण भित्रिएको छ । यसले आप्रवासी कामदारबाट प्राप्त हुने विप्रेषणमा कमी आएको सङ्केत गर्छ ।
"""काठमाण्डाै – नेपाली बजारमा बुधबार सुनको मूल्यमा नयाँ रेकर्ड कायम भएको छ । नेपाल सुनचाँदी व्यवसायी महासङ्घका अनुसार आज छापावाल सुनको मूल्य प्रतितोला रु एक लाख ५० हजार ५०० कायम भएको छ ।  नेपालमा सुनको कारोबार भएको यो अहिलेसम्मकै उच्च दर हो । यसअघि सुनको मूल्य घटेर प्रतितोला रु एक लाख ३५ हजार ५०० पुगेको थियो । यो दर हिजोको भन्दा २ हजार ५ सय रुपैयाँ बढी हो ।  त्यस्तै, एक तोला तेजाबी सुन (२२ क्यारेट) को मूल्य रु एक लाख पाँच हजार रहेको छ । यस्तै, चाँदीको मूल्य प्रतितोला एक हजार ४५० रुपैयाँ रहेको छ । अर्थशास्त्रीहरुले रुस र युक्रेनबीच जारी तनावका कारण मूल्य वृद्धि भएको बताएका छन् ।""",नेपाली बजारमा आज सुनको मूल्य प्रतितोला रु एक लाख पाँच हजार ५०० कायम भएको छ । अघिल्लो दिनको १ लाख ३ हजार ५ सय रुपैयाँको तुलनामा यो मूल्य २ हजार ५ सय ले बढी हो । रुस र युक्रेनबीच जारी तनावका कारण सुनको मूल्यमा वृद्धि भएको हो भने तेजाबी सुन र चाँदीको मूल्य पनि उच्च रहेको बताइएको छ ।
"""अन्तर्राष्ट्रिय बजारमा नेपाली रुपैयाँको भाउ मंगलबार सबैभन्दा कम विन्दुमा पुगेको छ ।  आज का लागि तय गरिएको विदेशी विनिमय दरअनुसार आज का लागि एक अमेरिकी डलरको खरिददर १२२ रुपैयाँ ८४ पैसा र बिक्रीदर १२३ रुपैयाँ ४४ पैसा रहेको छ । पछिल्लो समय नेपाली रुपैयाँको तुलनामा अमेरिकी डलरको भाउ निरन्तर बलियो बन्दै गएको छ ।  अन्तर्राष्ट्रिय बजारमा नेपाल र भारतले आ–आफ्नो मुद्रालाई १ः१.६ को विनिमय दरसँग तोकेकाले भारतीय रुपैयाँको दरअनुसार नेपाली रुपैयाँको गणना गरिन्छ । त्यसैले जब–जब भारतीय मुद्रा कमजोर हुन्छ, नेपाली मुद्रा पनि त्यस्तै हुन्छ । कमजोर नेपाली मुद्राको अर्थ नेपालीले अन्य देशबाट आउने कुनै पनि वस्तुको लागि बढी शुल्क तिर्नुपर्ने हुन्छ । त्यसैले यसको असर अर्थतन्त्रका सबै क्षेत्रमा पर्छ ।  तर, नेपाल भ्रमणमा आउने अधिकांश पर्यटकले डलरतिर्ने भएकाले यसले नेपालको पर्यटन उद्योगलाई फाइदा पुग्नेछ । यस्तै विदेशी कम्पनीमा काम गर्ने नेपालीले पनि बढी तलब पाउँछन् ।""","एक अमेरिकी डलरको खरिददर १२२ रुपैयाँ ८४ पैसा र बिक्रीदर १२३ रुपैयाँ ४४ पैसा रहेको छ । नेपाल र भारतबीचको विनिमय दर १:१.६ को साथ भारतीय रुपैयाँको दरअनुसार नेपाली रुपैयाँ गणना गरिन्छ। कमजोर नेपाली मुद्राको अर्थ नेपालीले अन्य मुलुकका सामानका लागि बढी मूल्य तिर्नुपर्छ, जसले अर्थतन्त्रका सबै क्षेत्रलाई असर पार्छ । तर, यसबाट पर्यटन उद्योग र विदेशी कम्पनीका कर्मचारीलाई फाइदा पुग्नेछ ।"
"""नेपालको राष्ट्रिय ध्वजाबाहक नेपाल वायुसेवा निगम (नेपाल एयरलाइन्स) ले साउदी अरेबिया उडानको अनुमति पाएको छ । निगमका प्रवक्ता अर्चना खड्काका अनुसार साउदी अरेबियाको नागरिक उड्डयन नियामक निकायले आइतबार नेपाल सरकारले सञ्चालन गरेको कम्पनीलाई अनुमति दिएको हो । निगमको साउदी अरेबियाको रियादस्थित कार्यालयमा प्राधिकरणका कार्यकारी अध्यक्ष उबराज अधिकारीलाई प्राधिकरणले अनुमतिपत्र हस्तान्तरण गरेको खड्काले जारी गरेको विज्ञप्तिमा उल्लेख छ । स्वीकृतिसँगै निगमले आगामी अप्रिलदेखि नियमित रुपमा काठमाडौँ–रियाद–काठमाडौँ उडान शुरु गर्ने तयारी गरेको छ । सातामा तीन वटा उडान हुने बताइएको छ ।""",नेपाल वायुसेवा निगम (नेपाल एयरलाइन्स) लाई साउदी अरेबियाको नागरिक उड्डयन नियामक निकायले साउदी अरेबिया उडानको अनुमति दिएको छ । यो स्वीकृतिसँगै नेपाल सरकारले सञ्चालन गरेको कम्पनीले काठमाडौंदेखि रियादसम्म नियमित उडान गर्न पाउनेछ र अप्रिलदेखि हप्तामा तीन उडान सुरु हुनेछ । उक्त अनुमतिपत्र निगमका कार्यकारी अध्यक्ष उबराज अधिकारीलाई हस्तान्तरण गरिएको हो ।
"""नेपाल आयल निगमले प्रतिलिटर इन्धन बिक्री गरेबापत पाउने कमिसन कटौती गरेको विरोधमा नेपालभरका पेट्रोल पम्पले शुक्रबार बिहानदेखि इन्धन खरिद गर्न अस्वीकार गरेका छन् । निगमको बिहीबारबसेको बैठकले कमिसन कटौती गर्ने निर्णय गरेको थियो । 'त्यसपछि उनीहरूले हामीबाट इन्धन लोड नगर्ने घोषणा गरेका छन्,' निगमका प्रवक्ता विनितमणि उपाध्याय भन्छन्, 'देशभरका डिपोबाट कुनै पनि स्टेसनले इन्धन खरिद नगरेको जानकारी आएको छ। 'दैनिक करिब सात लाख लिटर डिजेल र नौ लाख लिटर पेट्रोल बिक्री गर्ने गरेका छौं,' काठमाडौं उपत्यकामा इन्धन आपूर्ति गर्ने निगम थानकोट डिपोका अधिकृत कपिल भट्ट भन्छन्, 'स्टेसनले आफूसँग मौज्दात सकिएपछि बजारमा संकट आउन सक्छ। निगमले विश्व बजारमा इन्धनको मूल्य वृद्धि भएको भन्दै निरन्तर मूल्य वृद्धि गरिरहेका बेला हडताल भएको हो ।""",नेपाल आयल निगमले प्रतिलिटर इन्धन बिक्री गरेबापत पाउने कमिसन घटाउने निर्णय गरेको भन्दै नेपालका पेट्रोल पम्पहरूले निगमबाट इन्धन खरिद गर्न अस्वीकार गरेका छन् । निगमको बोर्डले कमिसन कटौती गर्ने निर्णय गरेको छ र देशभरका कुनै पनि स्टेसनले आफ्ना डिपोबाट इन्धन खरिद गरेका छैनन् । विश्व बजारमा भएको वृद्धिका कारण निगमले इन्धनको मूल्य वृद्धि लाई निरन्तरता दिइरहेका बेला यो हडताल भएको हो ।
"""नेपाल आयल निगमले पेट्रोल, डिजेल र मट्टितेलको मूल्य अहिलेसम्मकै उच्च विन्दुमा पुर्याएको छ । निगमले बिहीबार साँझ जारी गरेको विज्ञप्तिमा भनिएको छ, 'नयाँ मूल्यमा निम्न परिवर्तन गरिएको छः यसअघि फेब्रुअरीको तेस्रो साता निगमले इन्धनको मूल्य वृद्धि को घोषणा गरेको थियो, जसले गर्दा यो अहिलेसम्मकै उच्च विन्दुमा पुगेको थियो । निगमले अहिले खाना पकाउने ग्यासको मूल्य नबढाए पनि पेट्रोल, डिजेल र एलपी ग्यासको बिक्रीमा ठूलो घाटा बेहोर्नुपरेको जनाएको छ । हरेक पन्ध्र दिनमा इन्धनको मूल्य निरन्तर बढिरहेकाले अर्थतन्त्रका विभिन्न क्षेत्रमा यसको प्रभावबारे चिन्ता व्यक्त गरिएको छ भने विज्ञहरूले देशले चाँडै नै विकल्प खोज्नुपर्ने बताएका छन् ।""","नेपाल आयल निगमले पेट्रोल, डिजेल र मट्टितेलको मूल्य वृद्धि गरेको छ । निगमले खाना पकाउने ग्यासको मूल्य नबढाए पनि पेट्रोल, डिजेल र एलपी ग्यासको बिक्रीमा ठूलो घाटा बेहोरिरहेको छ । इन्धनको मूल्यमा निरन्तर वृद्धिले अर्थतन्त्रका विभिन्न क्षेत्रमा यसको प्रभावबारे चिन्ता बढाएको छ, जसले गर्दा विज्ञहरूले देशले चाँडै नै विकल्प खोज्नुपर्ने सुझाव दिएका छन्।"
